ID,추석까지 남은 기간(주),쇼핑몰 구분,가격(원),프로모션 여부,도시 유형,지역 유형,쇼핑몰 유형,선물 유형,수요량
TRAIN_4124,2,쇼핑몰 69,112000,0,도시 5,지역 4,쇼핑몰 유형 2,프리미엄올리브유선물세트,15
TRAIN_4125,1,쇼핑몰 1,136000,0,도시 1,지역 1,쇼핑몰 유형 2,재래김특선세트,26
TRAIN_4126,2,쇼핑몰 23,69000,0,도시 6,지역 1,쇼핑몰 유형 2,스팸안심특선,40
TRAIN_4127,0,쇼핑몰 47,329000,0,도시 1,지역 1,쇼핑몰 유형 1,프리미엄한우선물세트,80
TRAIN_4128,0,쇼핑몰 27,131000,0,도시 5,지역 4,쇼핑몰 유형 2,재래김특선세트,28
TRAIN_4129,2,쇼핑몰 24,105000,0,도시 21,지역 1,쇼핑몰 유형 1,건강담은견과류선물세트,123
TRAIN_4130,1,쇼핑몰 27,187000,0,도시 5,지역 4,쇼핑몰 유형 2,블랙타이거새우선물세트,163
TRAIN_4131,1,쇼핑몰 35,131000,0,도시 16,지역 4,쇼핑몰 유형 1,명품맛김선물세트,269
TRAIN_4132,1,쇼핑몰 42,339000,0,도시 16,지역 4,쇼핑몰 유형 3,명품한우선물세트,26
TRAIN_4133,1,쇼핑몰 1,68000,0,도시 1,지역 1,쇼핑몰 유형 2,스팸안심특선,94
TRAIN_4134,1,쇼핑몰 38,320000,0,도시 16,지역 1,쇼핑몰 유형 2,1++등급한우선물세트,41
TRAIN_4135,0,쇼핑몰 9,212000,0,도시 9,지역 4,쇼핑몰 유형 1,명절혼합과일선물세트,28
TRAIN_4136,1,쇼핑몰 59,112000,0,도시 2,지역 2,쇼핑몰 유형 1,스페셜올리브유선물세트,217
TRAIN_4137,0,쇼핑몰 54,221000,1,도시 16,지역 1,쇼핑몰 유형 1,최고급송이버섯선물세트,1106
TRAIN_4138,2,쇼핑몰 16,145000,0,도시 14,지역 4,쇼핑몰 유형 3,프리미엄종합스팸선물세트,121
TRAIN_4139,2,쇼핑몰 20,335000,0,도시 18,지역 6,쇼핑몰 유형 1,자연산생송이버섯선물세트,82
TRAIN_4140,1,쇼핑몰 72,113000,0,도시 21,지역 1,쇼핑몰 유형 1,발효홍삼선물세트,67
TRAIN_4141,1,쇼핑몰 23,155000,0,도시 6,지역 1,쇼핑몰 유형 2,명품샤인머스캣선물세트,108
TRAIN_4142,2,쇼핑몰 52,152000,0,도시 16,지역 1,쇼핑몰 유형 2,프리미엄고당도샤인머스캣선물세트,163
TRAIN_4143,0,쇼핑몰 31,212000,0,도시 16,지역 3,쇼핑몰 유형 3,종합과일선물세트,40
TRAIN_4144,1,쇼핑몰 50,221000,1,도시 16,지역 3,쇼핑몰 유형 1,최고급송이버섯선물세트,607
TRAIN_4145,0,쇼핑몰 8,136000,0,도시 8,지역 1,쇼핑몰 유형 3,두번구운돌김선물세트,148
TRAIN_4146,2,쇼핑몰 31,165000,0,도시 16,지역 3,쇼핑몰 유형 3,알찬표고버섯3종세트,15
TRAIN_4147,0,쇼핑몰 24,220000,1,도시 21,지역 1,쇼핑몰 유형 1,최고급송이버섯선물세트,541
TRAIN_4148,2,쇼핑몰 8,133000,0,도시 8,지역 1,쇼핑몰 유형 3,자연산새우선물세트,1700
TRAIN_4149,2,쇼핑몰 23,225000,0,도시 6,지역 1,쇼핑몰 유형 2,고급한과선물세트,13
TRAIN_4150,1,쇼핑몰 57,152000,0,도시 6,지역 1,쇼핑몰 유형 2,프리미엄고당도샤인머스캣선물세트,94
TRAIN_4151,0,쇼핑몰 62,195000,0,도시 16,지역 3,쇼핑몰 유형 3,건강가득버섯선물세트,28
TRAIN_4152,1,쇼핑몰 24,197000,0,도시 21,지역 1,쇼핑몰 유형 1,건강가득버섯선물세트,82
TRAIN_4153,2,쇼핑몰 56,112000,0,도시 16,지역 4,쇼핑몰 유형 1,고당도샤인머스캣선물세트,1107
TRAIN_4154,0,쇼핑몰 27,69000,0,도시 5,지역 4,쇼핑몰 유형 2,스팸안심특선,68
TRAIN_4155,2,쇼핑몰 49,306000,0,도시 16,지역 3,쇼핑몰 유형 2,자연산생송이버섯선물세트,134
TRAIN_4156,2,쇼핑몰 50,225000,0,도시 16,지역 3,쇼핑몰 유형 1,고급한과선물세트,40
TRAIN_4157,0,쇼핑몰 67,68000,0,도시 6,지역 1,쇼핑몰 유형 1,특선스팸선물세트,782
TRAIN_4158,2,쇼핑몰 52,83000,0,도시 16,지역 1,쇼핑몰 유형 2,최적의선택스팸선물세트,351
TRAIN_4159,0,쇼핑몰 66,169000,0,도시 16,지역 1,쇼핑몰 유형 2,최고의선택스팸선물세트,148
TRAIN_4160,0,쇼핑몰 6,113000,0,도시 6,지역 1,쇼핑몰 유형 3,유기농올리브유선물세트,1122
TRAIN_4161,0,쇼핑몰 35,131000,0,도시 16,지역 4,쇼핑몰 유형 1,명품맛김선물세트,202
TRAIN_4162,1,쇼핑몰 11,224000,0,도시 5,지역 4,쇼핑몰 유형 3,프리미엄한과선물세트,161
TRAIN_4163,2,쇼핑몰 76,150000,0,도시 16,지역 1,쇼핑몰 유형 1,최고의선택스팸선물세트,392
TRAIN_4164,0,쇼핑몰 74,113000,0,도시 16,지역 2,쇼핑몰 유형 2,유기농올리브유선물세트,28
TRAIN_4165,0,쇼핑몰 23,220000,1,도시 6,지역 1,쇼핑몰 유형 2,자연산생송이버섯선물세트,377
TRAIN_4166,1,쇼핑몰 32,151000,0,도시 16,지역 1,쇼핑몰 유형 1,고당도샤인머스캣선물세트,229
TRAIN_4167,2,쇼핑몰 7,142000,0,도시 7,지역 1,쇼핑몰 유형 1,프리미엄왕곶감선물세트,431
TRAIN_4168,1,쇼핑몰 71,145000,0,도시 16,지역 3,쇼핑몰 유형 1,명품샤인머스캣선물세트,283
TRAIN_4169,1,쇼핑몰 68,225000,0,도시 16,지역 4,쇼핑몰 유형 1,고급한과선물세트,28
TRAIN_4170,0,쇼핑몰 33,132000,1,도시 16,지역 2,쇼핑몰 유형 1,알찬표고버섯3종세트,40
TRAIN_4171,1,쇼핑몰 75,41000,0,도시 16,지역 4,쇼핑몰 유형 3,실속스팸선물세트,391
TRAIN_4172,1,쇼핑몰 58,220000,1,도시 16,지역 1,쇼핑몰 유형 1,유기농송이버섯선물세트,755
TRAIN_4173,2,쇼핑몰 30,147000,0,도시 5,지역 4,쇼핑몰 유형 2,프리미엄종합스팸선물세트,134
TRAIN_4174,1,쇼핑몰 22,224000,1,도시 20,지역 4,쇼핑몰 유형 2,유기농송이버섯선물세트,337
TRAIN_4175,2,쇼핑몰 13,207000,0,도시 12,지역 3,쇼핑몰 유형 1,건강가득버섯선물세트,28
TRAIN_4176,0,쇼핑몰 4,220000,1,도시 4,지역 3,쇼핑몰 유형 1,자연산생송이버섯선물세트,325
TRAIN_4177,1,쇼핑몰 7,111000,0,도시 7,지역 1,쇼핑몰 유형 1,특별한선택스팸선물세트,635
TRAIN_4178,2,쇼핑몰 11,110000,0,도시 5,지역 4,쇼핑몰 유형 3,손질새우선물세트,634
TRAIN_4179,1,쇼핑몰 30,129000,0,도시 5,지역 4,쇼핑몰 유형 2,감동스팸선물세트,28
TRAIN_4180,0,쇼핑몰 76,225000,0,도시 16,지역 1,쇼핑몰 유형 1,프리미엄한과선물세트,161
TRAIN_4181,2,쇼핑몰 11,211000,0,도시 5,지역 4,쇼핑몰 유형 3,종합과일선물세트,26
TRAIN_4182,2,쇼핑몰 7,115000,0,도시 7,지역 1,쇼핑몰 유형 1,명품샤인머스캣선물세트,1120
TRAIN_4183,1,쇼핑몰 60,70000,0,도시 16,지역 1,쇼핑몰 유형 1,특선스페셜스팸선물세트,54
TRAIN_4184,2,쇼핑몰 8,335000,0,도시 8,지역 1,쇼핑몰 유형 3,유기농송이버섯선물세트,134
TRAIN_4185,0,쇼핑몰 68,231000,0,도시 16,지역 4,쇼핑몰 유형 1,유기농과일선물세트,26
TRAIN_4186,1,쇼핑몰 62,220000,1,도시 16,지역 3,쇼핑몰 유형 3,최고급송이버섯선물세트,445
TRAIN_4187,1,쇼핑몰 28,128000,0,도시 23,지역 1,쇼핑몰 유형 1,상주반건시곶감선물세트,256
TRAIN_4188,0,쇼핑몰 61,113000,1,도시 5,지역 4,쇼핑몰 유형 1,알찬표고버섯3종세트,68
TRAIN_4189,0,쇼핑몰 33,224000,1,도시 16,지역 2,쇼핑몰 유형 1,유기농송이버섯선물세트,1311
TRAIN_4190,1,쇼핑몰 13,145000,0,도시 12,지역 3,쇼핑몰 유형 1,프리미엄왕곶감선물세트,150
TRAIN_4191,0,쇼핑몰 14,73000,1,도시 13,지역 1,쇼핑몰 유형 1,최적의선택스팸선물세트,1390
TRAIN_4192,1,쇼핑몰 37,122000,0,도시 16,지역 3,쇼핑몰 유형 1,자연산새우선물세트,528
TRAIN_4193,2,쇼핑몰 25,113000,0,도시 22,지역 4,쇼핑몰 유형 3,상주반건시곶감선물세트,135
TRAIN_4194,2,쇼핑몰 60,113000,0,도시 16,지역 1,쇼핑몰 유형 1,프리미엄올리브유선물세트,107
TRAIN_4195,1,쇼핑몰 29,112000,0,도시 24,지역 1,쇼핑몰 유형 3,리본포장홍삼선물세트,94
TRAIN_4196,1,쇼핑몰 11,71000,0,도시 5,지역 4,쇼핑몰 유형 3,최적의선택스팸선물세트,446
TRAIN_4197,0,쇼핑몰 73,112000,0,도시 16,지역 8,쇼핑몰 유형 1,유기농올리브유선물세트,107
TRAIN_4198,1,쇼핑몰 4,211000,0,도시 4,지역 3,쇼핑몰 유형 1,명절혼합과일선물세트,69
TRAIN_4199,2,쇼핑몰 26,136000,0,도시 6,지역 1,쇼핑몰 유형 1,재래김특선세트,122
TRAIN_4200,0,쇼핑몰 66,113000,0,도시 16,지역 1,쇼핑몰 유형 2,발효홍삼선물세트,68
TRAIN_4201,1,쇼핑몰 31,148000,0,도시 16,지역 3,쇼핑몰 유형 3,최고의선택스팸선물세트,175
TRAIN_4202,0,쇼핑몰 68,85000,0,도시 16,지역 4,쇼핑몰 유형 1,특별한선택스팸선물세트,404
TRAIN_4203,1,쇼핑몰 67,136000,0,도시 6,지역 1,쇼핑몰 유형 1,명품맛김선물세트,203
TRAIN_4204,0,쇼핑몰 38,231000,0,도시 16,지역 1,쇼핑몰 유형 2,유기농과일선물세트,13
TRAIN_4205,1,쇼핑몰 42,139000,0,도시 16,지역 4,쇼핑몰 유형 3,프리미엄특선스팸선물세트,94
TRAIN_4206,0,쇼핑몰 63,105000,0,도시 16,지역 3,쇼핑몰 유형 2,특별한선택스팸선물세트,177
TRAIN_4207,0,쇼핑몰 26,136000,0,도시 6,지역 1,쇼핑몰 유형 1,재래김특선세트,339
TRAIN_4208,0,쇼핑몰 46,140000,0,도시 16,지역 3,쇼핑몰 유형 1,고당도샤인머스캣선물세트,176
TRAIN_4209,1,쇼핑몰 75,206000,0,도시 16,지역 4,쇼핑몰 유형 3,자연산프리미엄버섯선물세트,109
TRAIN_4210,2,쇼핑몰 6,151000,0,도시 6,지역 1,쇼핑몰 유형 3,프리미엄고당도샤인머스캣선물세트,528
TRAIN_4211,0,쇼핑몰 41,145000,0,도시 16,지역 4,쇼핑몰 유형 2,최고의선택스팸선물세트,135
TRAIN_4212,2,쇼핑몰 69,136000,0,도시 5,지역 4,쇼핑몰 유형 2,프리미엄고당도샤인머스캣선물세트,458
TRAIN_4213,2,쇼핑몰 26,212000,0,도시 6,지역 1,쇼핑몰 유형 1,명절혼합과일선물세트,15
TRAIN_4214,2,쇼핑몰 65,124000,1,도시 16,지역 2,쇼핑몰 유형 2,블랙타이거새우선물세트,998
TRAIN_4215,1,쇼핑몰 29,92000,0,도시 24,지역 1,쇼핑몰 유형 3,건강담은견과류선물세트,217
TRAIN_4216,2,쇼핑몰 19,112000,0,도시 17,지역 1,쇼핑몰 유형 3,프리미엄올리브유선물세트,121
TRAIN_4217,1,쇼핑몰 74,135000,0,도시 16,지역 2,쇼핑몰 유형 2,상주반건시곶감선물세트,1068
TRAIN_4218,0,쇼핑몰 11,42000,0,도시 5,지역 4,쇼핑몰 유형 3,실속스팸선물세트,109
TRAIN_4219,0,쇼핑몰 75,148000,0,도시 16,지역 4,쇼핑몰 유형 3,손질새우선물세트,310
TRAIN_4220,2,쇼핑몰 47,67000,0,도시 1,지역 1,쇼핑몰 유형 1,실속스팸선물세트,648
TRAIN_4221,0,쇼핑몰 49,207000,0,도시 16,지역 3,쇼핑몰 유형 2,자연산프리미엄버섯선물세트,69
TRAIN_4222,0,쇼핑몰 43,225000,0,도시 5,지역 4,쇼핑몰 유형 1,프리미엄한과선물세트,134
TRAIN_4223,2,쇼핑몰 67,212000,0,도시 6,지역 1,쇼핑몰 유형 1,명절혼합과일선물세트,13
TRAIN_4224,0,쇼핑몰 70,339000,0,도시 16,지역 3,쇼핑몰 유형 1,프리미엄한우선물세트,15
TRAIN_4225,0,쇼핑몰 76,69000,0,도시 16,지역 1,쇼핑몰 유형 1,특선스페셜스팸선물세트,82
TRAIN_4226,0,쇼핑몰 49,120000,0,도시 16,지역 3,쇼핑몰 유형 2,블랙타이거새우선물세트,351
TRAIN_4227,1,쇼핑몰 39,197000,0,도시 24,지역 1,쇼핑몰 유형 1,건강가득버섯선물세트,53
TRAIN_4228,1,쇼핑몰 36,42000,0,도시 16,지역 3,쇼핑몰 유형 1,행복스팸선물세트,337
TRAIN_4229,2,쇼핑몰 15,321000,0,도시 6,지역 1,쇼핑몰 유형 2,프리미엄한우선물세트,53
TRAIN_4230,1,쇼핑몰 8,151000,0,도시 8,지역 1,쇼핑몰 유형 3,프리미엄고당도샤인머스캣선물세트,486
TRAIN_4231,1,쇼핑몰 38,67000,0,도시 16,지역 1,쇼핑몰 유형 2,실속스팸선물세트,702
TRAIN_4232,2,쇼핑몰 32,100000,0,도시 16,지역 1,쇼핑몰 유형 1,특별한선택스팸선물세트,258
TRAIN_4233,2,쇼핑몰 55,132000,0,도시 5,지역 4,쇼핑몰 유형 2,재래김특선세트,94
TRAIN_4234,0,쇼핑몰 72,69000,0,도시 21,지역 1,쇼핑몰 유형 1,프리미엄견과선물세트,283
TRAIN_4235,2,쇼핑몰 71,83000,0,도시 16,지역 3,쇼핑몰 유형 1,알찬스팸선물세트,231
TRAIN_4236,1,쇼핑몰 62,69000,0,도시 16,지역 3,쇼핑몰 유형 3,특선스페셜스팸선물세트,67
TRAIN_4237,0,쇼핑몰 68,207000,0,도시 16,지역 4,쇼핑몰 유형 1,자연산프리미엄버섯선물세트,42
TRAIN_4238,1,쇼핑몰 33,145000,0,도시 16,지역 2,쇼핑몰 유형 1,감동스팸선물세트,82
TRAIN_4239,0,쇼핑몰 50,211000,0,도시 16,지역 3,쇼핑몰 유형 1,명절혼합과일선물세트,40
TRAIN_4240,1,쇼핑몰 28,152000,0,도시 23,지역 1,쇼핑몰 유형 1,고당도샤인머스캣선물세트,215
TRAIN_4241,0,쇼핑몰 49,131000,0,도시 16,지역 3,쇼핑몰 유형 2,재래김특선세트,68
TRAIN_4242,2,쇼핑몰 20,98000,0,도시 18,지역 6,쇼핑몰 유형 1,손질새우선물세트,432
TRAIN_4243,2,쇼핑몰 77,81000,0,도시 16,지역 3,쇼핑몰 유형 1,알찬스팸선물세트,162
TRAIN_4244,1,쇼핑몰 42,221000,1,도시 16,지역 4,쇼핑몰 유형 3,자연산생송이버섯선물세트,202
TRAIN_4245,0,쇼핑몰 52,221000,0,도시 16,지역 1,쇼핑몰 유형 2,블랙타이거새우선물세트,566
TRAIN_4246,0,쇼핑몰 59,152000,0,도시 2,지역 2,쇼핑몰 유형 1,프리미엄고당도샤인머스캣선물세트,67
TRAIN_4247,1,쇼핑몰 31,220000,1,도시 16,지역 3,쇼핑몰 유형 3,최고급송이버섯선물세트,487
TRAIN_4248,1,쇼핑몰 9,278000,0,도시 9,지역 4,쇼핑몰 유형 1,영광굴비선물세트,94
TRAIN_4249,1,쇼핑몰 33,278000,0,도시 16,지역 2,쇼핑몰 유형 1,보리굴비프리미엄선물세트,68
TRAIN_4250,0,쇼핑몰 12,220000,1,도시 11,지역 3,쇼핑몰 유형 2,유기농송이버섯선물세트,432
TRAIN_4251,0,쇼핑몰 71,84000,0,도시 16,지역 3,쇼핑몰 유형 1,특별한선택스팸선물세트,298
TRAIN_4252,1,쇼핑몰 44,145000,0,도시 16,지역 3,쇼핑몰 유형 2,고당도샤인머스캣선물세트,366
TRAIN_4253,0,쇼핑몰 60,112000,0,도시 16,지역 1,쇼핑몰 유형 1,유기농올리브유선물세트,364
TRAIN_4254,2,쇼핑몰 54,113000,0,도시 16,지역 1,쇼핑몰 유형 1,건강가득홍삼선물세트,54
TRAIN_4255,2,쇼핑몰 15,68000,0,도시 6,지역 1,쇼핑몰 유형 2,특선스페셜스팸선물세트,134
TRAIN_4256,0,쇼핑몰 8,329000,0,도시 8,지역 1,쇼핑몰 유형 3,명품한우선물세트,190
TRAIN_4257,1,쇼핑몰 2,167000,0,도시 2,지역 2,쇼핑몰 유형 3,최고의선택스팸선물세트,175
TRAIN_4258,2,쇼핑몰 11,113000,1,도시 5,지역 4,쇼핑몰 유형 3,블랙타이거새우선물세트,1687
TRAIN_4259,0,쇼핑몰 68,148000,0,도시 16,지역 4,쇼핑몰 유형 1,프리미엄종합스팸선물세트,176
TRAIN_4260,0,쇼핑몰 58,67000,0,도시 16,지역 1,쇼핑몰 유형 1,특선스페셜스팸선물세트,53
TRAIN_4261,1,쇼핑몰 36,150000,0,도시 16,지역 3,쇼핑몰 유형 1,프리미엄특선스팸선물세트,244
TRAIN_4262,1,쇼핑몰 7,136000,0,도시 7,지역 1,쇼핑몰 유형 1,두번구운돌김선물세트,80
TRAIN_4263,2,쇼핑몰 22,132000,0,도시 20,지역 4,쇼핑몰 유형 2,명품맛김선물세트,13
TRAIN_4264,1,쇼핑몰 16,206000,0,도시 14,지역 4,쇼핑몰 유형 3,자연산프리미엄버섯선물세트,121
TRAIN_4265,1,쇼핑몰 44,150000,0,도시 16,지역 3,쇼핑몰 유형 2,프리미엄특선스팸선물세트,242
TRAIN_4266,0,쇼핑몰 35,191000,0,도시 16,지역 4,쇼핑몰 유형 1,건강가득버섯선물세트,15
TRAIN_4267,1,쇼핑몰 68,211000,0,도시 16,지역 4,쇼핑몰 유형 1,종합과일선물세트,53
TRAIN_4268,0,쇼핑몰 46,225000,0,도시 16,지역 3,쇼핑몰 유형 1,프리미엄한과선물세트,82
TRAIN_4269,1,쇼핑몰 52,183000,0,도시 16,지역 1,쇼핑몰 유형 2,한과종합선물세트,41
TRAIN_4270,0,쇼핑몰 51,70000,0,도시 6,지역 1,쇼핑몰 유형 1,특선스페셜스팸선물세트,42
TRAIN_4271,1,쇼핑몰 31,278000,0,도시 16,지역 3,쇼핑몰 유형 3,영광굴비선물세트,67
TRAIN_4272,2,쇼핑몰 43,103000,0,도시 5,지역 4,쇼핑몰 유형 1,상주반건시곶감선물세트,296
TRAIN_4273,2,쇼핑몰 61,82000,0,도시 5,지역 4,쇼핑몰 유형 1,특별한선택스팸선물세트,94
TRAIN_4274,1,쇼핑몰 72,151000,0,도시 21,지역 1,쇼핑몰 유형 1,고당도샤인머스캣선물세트,258
TRAIN_4275,0,쇼핑몰 26,212000,0,도시 6,지역 1,쇼핑몰 유형 1,종합과일선물세트,53
TRAIN_4276,0,쇼핑몰 53,111000,0,도시 16,지역 1,쇼핑몰 유형 3,특별한선택스팸선물세트,1243
TRAIN_4277,0,쇼핑몰 53,112000,0,도시 16,지역 1,쇼핑몰 유형 3,스페셜올리브유선물세트,635
TRAIN_4278,0,쇼핑몰 59,211000,0,도시 2,지역 2,쇼핑몰 유형 1,자연산프리미엄버섯선물세트,81
TRAIN_4279,2,쇼핑몰 72,67000,0,도시 21,지역 1,쇼핑몰 유형 1,특선스팸선물세트,94
TRAIN_4280,1,쇼핑몰 60,140000,0,도시 16,지역 1,쇼핑몰 유형 1,손질새우선물세트,445
TRAIN_4281,1,쇼핑몰 72,136000,0,도시 21,지역 1,쇼핑몰 유형 1,자연산새우선물세트,514
TRAIN_4282,2,쇼핑몰 67,112000,0,도시 6,지역 1,쇼핑몰 유형 1,프리미엄올리브유선물세트,269
TRAIN_4283,2,쇼핑몰 10,148000,0,도시 10,지역 4,쇼핑몰 유형 1,프리미엄특선스팸선물세트,231
TRAIN_4284,2,쇼핑몰 19,67000,0,도시 17,지역 1,쇼핑몰 유형 3,행복스팸선물세트,377
TRAIN_4285,2,쇼핑몰 22,153000,0,도시 20,지역 4,쇼핑몰 유형 2,프리미엄종합스팸선물세트,121
TRAIN_4286,2,쇼핑몰 37,152000,0,도시 16,지역 3,쇼핑몰 유형 1,프리미엄특선스팸선물세트,204
TRAIN_4287,0,쇼핑몰 10,70000,1,도시 10,지역 4,쇼핑몰 유형 1,최적의선택스팸선물세트,136
TRAIN_4288,2,쇼핑몰 56,79000,0,도시 16,지역 4,쇼핑몰 유형 1,특별한선택스팸선물세트,107
TRAIN_4289,1,쇼핑몰 42,41000,0,도시 16,지역 4,쇼핑몰 유형 3,실속스팸선물세트,568
TRAIN_4290,0,쇼핑몰 34,132000,0,도시 16,지역 7,쇼핑몰 유형 1,명품반건시곶감선물세트,216
TRAIN_4291,1,쇼핑몰 8,225000,0,도시 8,지역 1,쇼핑몰 유형 3,프리미엄한과선물세트,310
TRAIN_4292,1,쇼핑몰 50,112000,0,도시 16,지역 3,쇼핑몰 유형 1,프리미엄올리브유선물세트,69
TRAIN_4293,1,쇼핑몰 3,221000,0,도시 3,지역 1,쇼핑몰 유형 1,블랙타이거새우선물세트,690
TRAIN_4294,1,쇼핑몰 8,137000,0,도시 8,지역 1,쇼핑몰 유형 3,손질새우선물세트,1161
TRAIN_4295,1,쇼핑몰 32,102000,0,도시 16,지역 1,쇼핑몰 유형 1,특별한선택스팸선물세트,364
TRAIN_4296,1,쇼핑몰 16,71000,0,도시 14,지역 4,쇼핑몰 유형 3,최적의선택스팸선물세트,364
TRAIN_4297,1,쇼핑몰 66,152000,0,도시 16,지역 1,쇼핑몰 유형 2,프리미엄고당도샤인머스캣선물세트,432
TRAIN_4298,2,쇼핑몰 10,306000,0,도시 10,지역 4,쇼핑몰 유형 1,최고급송이버섯선물세트,107
TRAIN_4299,1,쇼핑몰 5,112000,0,도시 5,지역 4,쇼핑몰 유형 1,프리미엄올리브유선물세트,26
TRAIN_4300,0,쇼핑몰 66,136000,0,도시 16,지역 1,쇼핑몰 유형 2,명품맛김선물세트,42
TRAIN_4301,0,쇼핑몰 14,136000,0,도시 13,지역 1,쇼핑몰 유형 1,명품맛김선물세트,82
TRAIN_4302,0,쇼핑몰 11,212000,0,도시 5,지역 4,쇼핑몰 유형 3,종합과일선물세트,53
TRAIN_4303,2,쇼핑몰 18,153000,0,도시 16,지역 5,쇼핑몰 유형 1,프리미엄종합스팸선물세트,14
TRAIN_4304,1,쇼핑몰 29,65000,0,도시 24,지역 1,쇼핑몰 유형 3,특선스팸선물세트,204
TRAIN_4305,2,쇼핑몰 49,340000,0,도시 16,지역 3,쇼핑몰 유형 2,프리미엄한우선물세트,14
TRAIN_4306,0,쇼핑몰 77,195000,0,도시 16,지역 3,쇼핑몰 유형 1,건강가득버섯선물세트,26
TRAIN_4307,2,쇼핑몰 49,134000,0,도시 16,지역 3,쇼핑몰 유형 2,감동스팸선물세트,68
TRAIN_4308,0,쇼핑몰 25,277000,0,도시 22,지역 4,쇼핑몰 유형 3,영광굴비선물세트,161
TRAIN_4309,1,쇼핑몰 26,68000,0,도시 6,지역 1,쇼핑몰 유형 1,특선스팸선물세트,878
TRAIN_4310,2,쇼핑몰 49,113000,0,도시 16,지역 3,쇼핑몰 유형 2,고당도샤인머스캣선물세트,2539
TRAIN_4311,1,쇼핑몰 56,339000,0,도시 16,지역 4,쇼핑몰 유형 1,명품한우선물세트,27
TRAIN_4312,0,쇼핑몰 5,145000,0,도시 5,지역 4,쇼핑몰 유형 1,명품샤인머스캣선물세트,311
TRAIN_4313,0,쇼핑몰 53,230000,0,도시 16,지역 1,쇼핑몰 유형 3,유기농과일선물세트,26
TRAIN_4314,0,쇼핑몰 57,152000,0,도시 6,지역 1,쇼핑몰 유형 2,고당도샤인머스캣선물세트,338
TRAIN_4315,2,쇼핑몰 68,230000,0,도시 16,지역 4,쇼핑몰 유형 1,유기농과일선물세트,13
TRAIN_4316,1,쇼핑몰 50,136000,0,도시 16,지역 3,쇼핑몰 유형 1,상주반건시곶감선물세트,107
TRAIN_4317,0,쇼핑몰 70,129000,0,도시 16,지역 3,쇼핑몰 유형 1,자연산새우선물세트,135
TRAIN_4318,0,쇼핑몰 47,184000,0,도시 1,지역 1,쇼핑몰 유형 1,한과종합선물세트,28
TRAIN_4319,0,쇼핑몰 46,339000,0,도시 16,지역 3,쇼핑몰 유형 1,프리미엄한우선물세트,53
TRAIN_4320,1,쇼핑몰 3,163000,0,도시 3,지역 1,쇼핑몰 유형 1,최고의선택스팸선물세트,190
TRAIN_4321,2,쇼핑몰 5,132000,0,도시 5,지역 4,쇼핑몰 유형 1,명품반건시곶감선물세트,567
TRAIN_4322,1,쇼핑몰 25,141000,0,도시 22,지역 4,쇼핑몰 유형 3,최고의선택스팸선물세트,54
TRAIN_4323,0,쇼핑몰 28,147000,0,도시 23,지역 1,쇼핑몰 유형 1,자연산새우선물세트,581
TRAIN_4324,0,쇼핑몰 52,69000,0,도시 16,지역 1,쇼핑몰 유형 2,특선스페셜스팸선물세트,27
TRAIN_4325,0,쇼핑몰 72,278000,0,도시 21,지역 1,쇼핑몰 유형 1,보리굴비프리미엄선물세트,67
TRAIN_4326,0,쇼핑몰 56,125000,0,도시 16,지역 4,쇼핑몰 유형 1,명품반건시곶감선물세트,620
TRAIN_4327,0,쇼핑몰 76,68000,0,도시 16,지역 1,쇼핑몰 유형 1,특선스팸선물세트,472
TRAIN_4328,2,쇼핑몰 45,69000,0,도시 14,지역 4,쇼핑몰 유형 1,특선스페셜스팸선물세트,53
TRAIN_4329,2,쇼핑몰 35,241000,0,도시 16,지역 4,쇼핑몰 유형 1,자연산프리미엄버섯선물세트,53
TRAIN_4330,0,쇼핑몰 17,221000,1,도시 15,지역 3,쇼핑몰 유형 1,자연산생송이버섯선물세트,580
TRAIN_4331,0,쇼핑몰 66,66000,0,도시 16,지역 1,쇼핑몰 유형 2,실속스팸선물세트,838
TRAIN_4332,1,쇼핑몰 26,160000,0,도시 6,지역 1,쇼핑몰 유형 1,프리미엄종합스팸선물세트,190
TRAIN_4333,0,쇼핑몰 31,68000,0,도시 16,지역 3,쇼핑몰 유형 3,스팸안심특선,136
TRAIN_4334,1,쇼핑몰 67,219000,0,도시 6,지역 1,쇼핑몰 유형 1,블랙타이거새우선물세트,836
TRAIN_4335,1,쇼핑몰 18,277000,0,도시 16,지역 5,쇼핑몰 유형 1,영광굴비선물세트,27
TRAIN_4336,2,쇼핑몰 37,165000,0,도시 16,지역 3,쇼핑몰 유형 1,알찬표고버섯3종세트,15
TRAIN_4337,1,쇼핑몰 1,67000,0,도시 1,지역 1,쇼핑몰 유형 2,특선스페셜스팸선물세트,26
TRAIN_4338,0,쇼핑몰 72,152000,0,도시 21,지역 1,쇼핑몰 유형 1,고당도샤인머스캣선물세트,379
TRAIN_4339,0,쇼핑몰 12,224000,0,도시 11,지역 3,쇼핑몰 유형 2,고급한과선물세트,54
TRAIN_4340,1,쇼핑몰 19,320000,0,도시 17,지역 1,쇼핑몰 유형 3,1++등급한우선물세트,82
TRAIN_4341,0,쇼핑몰 37,131000,0,도시 16,지역 3,쇼핑몰 유형 1,명품맛김선물세트,148
TRAIN_4342,1,쇼핑몰 3,159000,0,도시 3,지역 1,쇼핑몰 유형 1,프리미엄왕곶감선물세트,593
